"C","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.25491,1,0.655,0,-5,-0.345
0.25401,1,0.656,0,-5,-0.344
0.25311,1,0.657,0,-5,-0.343
0.25221,1,0.658,0,-5,-0.342
0.25131,1,0.659,0,-5,-0.341
0.25041,1,0.66,0,-5,-0.34
0.24951,1,0.661,0,-5,-0.339
0.2486,1,0.662,0,-5,-0.338
0.2477,1,0.663,0,-5,-0.337
0.2468,1,0.664,0,-5,-0.336
0.2459,1,0.665,0,-5,-0.335
0.245,1,0.666,0,-5,-0.334
0.2441,1,0.667,0,-5,-0.333
0.24319,1,0.668,0,-5,-0.332
0.24229,1,0.669,0,-5,-0.331
0.24139,1,0.67,0,-5,-0.33
0.24049,1,0.671,0,-5,-0.329
0.23959,1,0.672,0,-5,-0.328
0.23869,1,0.673,0,-5,-0.327
0.23779,1,0.674,0,-5,-0.326
0.23688,1,0.675,0,-5,-0.325
0.23598,1,0.676,0,-5,-0.324
0.23508,1,0.677,0,-5,-0.323
0.23418,1,0.678,0,-5,-0.322
0.23328,1,0.679,0,-5,-0.321
0.23238,1,0.68,0,-5,-0.32
0.23148,1,0.681,0,-5,-0.319
0.23057,1,0.682,0,-5,-0.318
0.22967,1,0.683,0,-5,-0.317
0.22877,1,0.684,0,-5,-0.316
0.22787,1,0.685,0,-5,-0.315
0.22697,1,0.686,0,-5,-0.314
0.22607,1,0.687,0,-5,-0.313
0.22516,1,0.688,0,-5,-0.312
0.22426,1,0.689,0,-5,-0.311
0.22336,1,0.69,0,-5,-0.31
0.22246,1,0.691,0,-5,-0.309
0.22156,1,0.692,0,-5,-0.308
0.22066,1,0.693,0,-5,-0.307
0.21976,1,0.694,0,-5,-0.306
0.21885,1,0.695,0,-5,-0.305
0.21795,1,0.696,0,-5,-0.304
0.21705,1,0.697,0,-5,-0.303
0.21615,1,0.698,0,-5,-0.302
0.21525,1,0.699,0,-5,-0.301
0.21433,1,0.7,0,-5,-0.3
0.2134,1,0.701,0,-5,-0.299
0.21246,1,0.702,0,-5,-0.298
0.21153,1,0.703,0,-5,-0.297
0.21059,1,0.704,0,-5,-0.296
0.20965,1,0.705,0,-5,-0.295
0.20872,1,0.706,0,-5,-0.294
0.20778,1,0.707,0,-5,-0.293
0.20685,1,0.708,0,-5,-0.292
0.20591,1,0.709,0,-5,-0.291
0.20498,1,0.71,0,-5,-0.29
0.20404,1,0.711,0,-5,-0.289
0.2031,1,0.712,0,-5,-0.288
0.20217,1,0.713,0,-5,-0.287
0.20123,1,0.714,0,-5,-0.286
0.2003,1,0.715,0,-5,-0.285
0.19936,1,0.716,0,-5,-0.284
0.19842,1,0.717,0,-5,-0.283
0.19749,1,0.718,0,-5,-0.282
0.19655,1,0.719,0,-5,-0.281
0.19562,1,0.72,0,-5,-0.28
0.19468,1,0.721,0,-5,-0.279
0.19375,1,0.722,0,-5,-0.278
0.19281,1,0.723,0,-5,-0.277
0.19187,1,0.724,0,-5,-0.276
0.19094,1,0.725,0,-5,-0.275
0.19,1,0.726,0,-5,-0.274
0.18907,1,0.727,0,-5,-0.273
0.18813,1,0.728,0,-5,-0.272
0.1872,1,0.729,0,-5,-0.271
0.18626,1,0.73,0,-5,-0.27
0.18532,1,0.731,0,-5,-0.269
0.18439,1,0.732,0,-5,-0.268
0.18345,1,0.733,0,-5,-0.267
0.18252,1,0.734,0,-5,-0.266
0.18158,1,0.735,0,-5,-0.265
0.18065,1,0.736,0,-5,-0.264
0.17971,1,0.737,0,-5,-0.263
0.17877,1,0.738,0,-5,-0.262
0.17784,1,0.739,0,-5,-0.261
0.1769,1,0.74,0,-5,-0.26
0.17597,1,0.741,0,-5,-0.259
0.17503,1,0.742,0,-5,-0.258
0.17409,1,0.743,0,-5,-0.257
0.17316,1,0.744,0,-5,-0.256
0.17222,1,0.745,0,-5,-0.255
0.17129,1,0.746,0,-5,-0.254
0.17035,1,0.747,0,-5,-0.253
0.16942,1,0.748,0,-5,-0.252
0.16848,1,0.749,0,-5,-0.251
0.16753,1,0.75,0,-5,-0.25
0.16666,1,0.751,0,-5,-0.249
0.16579,1,0.752,0,-5,-0.248
0.16491,1,0.753,0,-5,-0.247
0.16404,1,0.754,0,-5,-0.246
0.16316,1,0.755,0,-5,-0.245
0.16229,1,0.756,0,-5,-0.244
0.16141,1,0.757,0,-5,-0.243
0.16054,1,0.758,0,-5,-0.242
0.15966,1,0.759,0,-5,-0.241
0.15879,1,0.76,0,-5,-0.24
0.15792,1,0.761,0,-5,-0.239
0.15704,1,0.762,0,-5,-0.238
0.15617,1,0.763,0,-5,-0.237
0.15529,1,0.764,0,-5,-0.236
0.15442,1,0.765,0,-5,-0.235
0.15354,1,0.766,0,-5,-0.234
0.15267,1,0.767,0,-5,-0.233
0.1518,1,0.768,0,-5,-0.232
0.15092,1,0.769,0,-5,-0.231
0.15005,1,0.77,0,-5,-0.23
0.14917,1,0.771,0,-5,-0.229
0.1483,1,0.772,0,-5,-0.228
0.14742,1,0.773,0,-5,-0.227
0.14655,1,0.774,0,-5,-0.226
0.14568,1,0.775,0,-5,-0.225
0.1448,1,0.776,0,-5,-0.224
0.14393,1,0.777,0,-5,-0.223
0.14305,1,0.778,0,-5,-0.222
0.14218,1,0.779,0,-5,-0.221
0.1413,1,0.78,0,-5,-0.22
0.14043,1,0.781,0,-5,-0.219
0.13955,1,0.782,0,-5,-0.218
0.13868,1,0.783,0,-5,-0.217
0.13781,1,0.784,0,-5,-0.216
0.13693,1,0.785,0,-5,-0.215
0.13606,1,0.786,0,-5,-0.214
0.13518,1,0.787,0,-5,-0.213
0.13431,1,0.788,0,-5,-0.212
0.13343,1,0.789,0,-5,-0.211
0.13256,1,0.79,0,-5,-0.21
0.13169,1,0.791,0,-5,-0.209
0.13081,1,0.792,0,-5,-0.208
0.12994,1,0.793,0,-5,-0.207
0.12906,1,0.794,0,-5,-0.206
0.12819,1,0.795,0,-5,-0.205
0.12731,1,0.796,0,-5,-0.204
0.12644,1,0.797,0,-5,-0.203
0.12556,1,0.798,0,-5,-0.202
0.12469,1,0.799,0,-5,-0.201
0.12381,1,0.8,0,-5,-0.2
0.12306,1,0.801,0,-5,-0.199
0.12232,1,0.802,0,-5,-0.198
0.12157,1,0.803,0,-5,-0.197
0.12082,1,0.804,0,-5,-0.196
0.12007,1,0.805,0,-5,-0.195
0.11933,1,0.806,0,-5,-0.194
0.11858,1,0.807,0,-5,-0.193
0.11783,1,0.808,0,-5,-0.192
0.11708,1,0.809,0,-5,-0.191
0.11634,1,0.81,0,-5,-0.19
0.11559,1,0.811,0,-5,-0.189
0.11484,1,0.812,0,-5,-0.188
0.11409,1,0.813,0,-5,-0.187
0.11335,1,0.814,0,-5,-0.186
0.1126,1,0.815,0,-5,-0.185
0.11185,1,0.816,0,-5,-0.184
0.1111,1,0.817,0,-5,-0.183
0.11036,1,0.818,0,-5,-0.182
0.10961,1,0.819,0,-5,-0.181
0.10886,1,0.82,0,-5,-0.18
0.10811,1,0.821,0,-5,-0.179
0.10737,1,0.822,0,-5,-0.178
0.10662,1,0.823,0,-5,-0.177
0.10587,1,0.824,0,-5,-0.176
0.10512,1,0.825,0,-5,-0.175
0.10438,1,0.826,0,-5,-0.174
0.10363,1,0.827,0,-5,-0.173
0.10288,1,0.828,0,-5,-0.172
0.10213,1,0.829,0,-5,-0.171
0.10139,1,0.83,0,-5,-0.17
0.10064,1,0.831,0,-5,-0.169
0.099892,1,0.832,0,-5,-0.168
0.099145,1,0.833,0,-5,-0.167
0.098398,1,0.834,0,-5,-0.166
0.09765,1,0.835,0,-5,-0.165
0.096903,1,0.836,0,-5,-0.164
0.096155,1,0.837,0,-5,-0.163
0.095408,1,0.838,0,-5,-0.162
0.09466,1,0.839,0,-5,-0.161
0.093913,1,0.84,0,-5,-0.16
0.093166,1,0.841,0,-5,-0.159
0.092418,1,0.842,0,-5,-0.158
0.091671,1,0.843,0,-5,-0.157
0.090923,1,0.844,0,-5,-0.156
0.090176,1,0.845,0,-5,-0.155
0.089429,1,0.846,0,-5,-0.154
0.088681,1,0.847,0,-5,-0.153
0.087934,1,0.848,0,-5,-0.152
0.087186,1,0.849,0,-5,-0.151
0.086437,1,0.85,0,-5,-0.15
0.085848,1,0.851,0,-5,-0.149
0.085258,1,0.852,0,-5,-0.148
0.084669,1,0.853,0,-5,-0.147
0.084079,1,0.854,0,-5,-0.146
0.08349,1,0.855,0,-5,-0.145
0.082901,1,0.856,0,-5,-0.144
0.082311,1,0.857,0,-5,-0.143
0.081722,1,0.858,0,-5,-0.142
0.081132,1,0.859,0,-5,-0.141
0.080543,1,0.86,0,-5,-0.14
0.079954,1,0.861,0,-5,-0.139
0.079364,1,0.862,0,-5,-0.138
0.078775,1,0.863,0,-5,-0.137
0.078186,1,0.864,0,-5,-0.136
0.077596,1,0.865,0,-5,-0.135
0.077007,1,0.866,0,-5,-0.134
0.076417,1,0.867,0,-5,-0.133
0.075828,1,0.868,0,-5,-0.132
0.075239,1,0.869,0,-5,-0.131
0.074649,1,0.87,0,-5,-0.13
0.07406,1,0.871,0,-5,-0.129
0.07347,1,0.872,0,-5,-0.128
0.072881,1,0.873,0,-5,-0.127
0.072292,1,0.874,0,-5,-0.126
0.071702,1,0.875,0,-5,-0.125
0.071113,1,0.876,0,-5,-0.124
0.070523,1,0.877,0,-5,-0.123
0.069934,1,0.878,0,-5,-0.122
0.069345,1,0.879,0,-5,-0.121
0.068755,1,0.88,0,-5,-0.12
0.068166,1,0.881,0,-5,-0.119
0.067577,1,0.882,0,-5,-0.118
0.066987,1,0.883,0,-5,-0.117
0.066398,1,0.884,0,-5,-0.116
0.065808,1,0.885,0,-5,-0.115
0.065219,1,0.886,0,-5,-0.114
0.06463,1,0.887,0,-5,-0.113
0.06404,1,0.888,0,-5,-0.112
0.063451,1,0.889,0,-5,-0.111
0.062861,1,0.89,0,-5,-0.11
0.062272,1,0.891,0,-5,-0.109
0.061683,1,0.892,0,-5,-0.108
0.061093,1,0.893,0,-5,-0.107
0.060504,1,0.894,0,-5,-0.106
0.059915,1,0.895,0,-5,-0.105
0.059325,1,0.896,0,-5,-0.104
0.058736,1,0.897,0,-5,-0.103
0.058146,1,0.898,0,-5,-0.102
0.057557,1,0.899,0,-5,-0.101
0.056969,1,0.9,0,-5,-0.1
0.056539,1,0.901,0,-5,-0.099
0.056108,1,0.902,0,-5,-0.098
0.055678,1,0.903,0,-5,-0.097
0.055248,1,0.904,0,-5,-0.096
0.054818,1,0.905,0,-5,-0.095
0.054387,1,0.906,0,-5,-0.094
0.053957,1,0.907,0,-5,-0.093
0.053527,1,0.908,0,-5,-0.092
0.053096,1,0.909,0,-5,-0.091
0.052666,1,0.91,0,-5,-0.09
0.052236,1,0.911,0,-5,-0.089
0.051806,1,0.912,0,-5,-0.088
0.051375,1,0.913,0,-5,-0.087
0.050945,1,0.914,0,-5,-0.086
0.050515,1,0.915,0,-5,-0.085
0.050085,1,0.916,0,-5,-0.084
0.049654,1,0.917,0,-5,-0.083
0.049224,1,0.918,0,-5,-0.082
0.048794,1,0.919,0,-5,-0.081
0.048363,1,0.92,0,-5,-0.08
0.047933,1,0.921,0,-5,-0.079
0.047503,1,0.922,0,-5,-0.078
0.047073,1,0.923,0,-5,-0.077
0.046642,1,0.924,0,-5,-0.076
0.046212,1,0.925,0,-5,-0.075
0.045782,1,0.926,0,-5,-0.074
0.045352,1,0.927,0,-5,-0.073
0.044921,1,0.928,0,-5,-0.072
0.044491,1,0.929,0,-5,-0.071
0.044061,1,0.93,0,-5,-0.07
0.04363,1,0.931,0,-5,-0.069
0.0432,1,0.932,0,-5,-0.068
0.04277,1,0.933,0,-5,-0.067
0.04234,1,0.934,0,-5,-0.066
0.041909,1,0.935,0,-5,-0.065
0.041479,1,0.936,0,-5,-0.064
0.041049,1,0.937,0,-5,-0.063
0.040618,1,0.938,0,-5,-0.062
0.040188,1,0.939,0,-5,-0.061
0.039758,1,0.94,0,-5,-0.06
0.039328,1,0.941,0,-5,-0.059
0.038897,1,0.942,0,-5,-0.058
0.038467,1,0.943,0,-5,-0.057
0.038037,1,0.944,0,-5,-0.056
0.037607,1,0.945,0,-5,-0.055
0.037176,1,0.946,0,-5,-0.054
0.036746,1,0.947,0,-5,-0.053
0.036316,1,0.948,0,-5,-0.052
0.035885,1,0.949,0,-5,-0.051
0.035458,1,0.95,0,-5,-0.05
0.035168,1,0.951,0,-5,-0.049
0.034877,1,0.952,0,-5,-0.048
0.034587,1,0.953,0,-5,-0.047
0.034296,1,0.954,0,-5,-0.046
0.034005,1,0.955,0,-5,-0.045
0.033715,1,0.956,0,-5,-0.044
0.033424,1,0.957,0,-5,-0.043
0.033134,1,0.958,0,-5,-0.042
0.032843,1,0.959,0,-5,-0.041
0.032552,1,0.96,0,-5,-0.04
0.032262,1,0.961,0,-5,-0.039
0.031971,1,0.962,0,-5,-0.038
0.031681,1,0.963,0,-5,-0.037
0.03139,1,0.964,0,-5,-0.036
0.031099,1,0.965,0,-5,-0.035
0.030809,1,0.966,0,-5,-0.034
0.030518,1,0.967,0,-5,-0.033
0.030228,1,0.968,0,-5,-0.032
0.029937,1,0.969,0,-5,-0.031
0.029646,1,0.97,0,-5,-0.03
0.029356,1,0.971,0,-5,-0.029
0.029065,1,0.972,0,-5,-0.028
0.028774,1,0.973,0,-5,-0.027
0.028484,1,0.974,0,-5,-0.026
0.028193,1,0.975,0,-5,-0.025
0.027903,1,0.976,0,-5,-0.024
0.027612,1,0.977,0,-5,-0.023
0.027321,1,0.978,0,-5,-0.022
0.027031,1,0.979,0,-5,-0.021
0.02674,1,0.98,0,-5,-0.02
0.02645,1,0.981,0,-5,-0.019
0.026159,1,0.982,0,-5,-0.018
0.025868,1,0.983,0,-5,-0.017
0.025578,1,0.984,0,-5,-0.016
0.025287,1,0.985,0,-5,-0.015
0.024997,1,0.986,0,-5,-0.014
0.024706,1,0.987,0,-5,-0.013
0.024415,1,0.988,0,-5,-0.012
0.024125,1,0.989,0,-5,-0.011
0.023834,1,0.99,0,-5,-0.01
0.023544,1,0.991,0,-5,-0.009
0.023253,1,0.992,0,-5,-0.008
0.022962,1,0.993,0,-5,-0.007
0.022672,1,0.994,0,-5,-0.006
0.022381,1,0.995,0,-5,-0.005
0.022091,1,0.996,0,-5,-0.004
0.0218,1,0.997,0,-5,-0.003
0.021509,1,0.998,0,-5,-0.002
0.021219,1,0.999,0,-5,-0.001
0.020928,1,1,0,-5,0
