"hu","hv","omega","h","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00037149,-0.00037149,-1.037e-020,1.5211,1,0,49.5,49.5,-1
-0.00017984,-0.00017984,2.3351e-007,1.5211,1,0.00099999,49.5,49.5,-0.999
1.181e-005,1.181e-005,4.6703e-007,1.5211,1,0.002,49.5,49.5,-0.998
0.00020347,0.00020347,7.0056e-007,1.5211,1,0.003,49.5,49.5,-0.997
0.00039512,0.00039512,9.3407e-007,1.5211,1,0.004,49.5,49.5,-0.996
0.00058677,0.00058677,1.1676e-006,1.5211,1,0.005,49.5,49.5,-0.995
0.00077841,0.00077841,1.4011e-006,1.5211,1,0.006,49.5,49.5,-0.994
0.00097007,0.00097007,1.6346e-006,1.5211,1,0.007,49.5,49.5,-0.993
0.0011617,0.0011617,1.8681e-006,1.5211,1,0.008,49.5,49.5,-0.992
0.0013534,0.0013534,2.1017e-006,1.5211,1,0.009,49.5,49.5,-0.991
0.001545,0.001545,2.3352e-006,1.5211,1,0.01,49.5,49.5,-0.99
0.0017367,0.0017367,2.5687e-006,1.5211,1,0.011,49.5,49.5,-0.989
0.0019283,0.0019283,2.8022e-006,1.5211,1,0.012,49.5,49.5,-0.988
0.00212,0.00212,3.0357e-006,1.5211,1,0.013,49.5,49.5,-0.987
0.0023116,0.0023116,3.2692e-006,1.5211,1,0.014,49.5,49.5,-0.986
0.0025033,0.0025033,3.5028e-006,1.5211,1,0.015,49.5,49.5,-0.985
0.0026949,0.0026949,3.7363e-006,1.5211,1,0.016,49.5,49.5,-0.984
0.0028866,0.0028866,3.9698e-006,1.5211,1,0.017,49.5,49.5,-0.983
0.0030782,0.0030782,4.2033e-006,1.5211,1,0.018,49.5,49.5,-0.982
0.0032699,0.0032699,4.4368e-006,1.5211,1,0.019,49.5,49.5,-0.981
0.0034615,0.0034615,4.6703e-006,1.5211,1,0.02,49.5,49.5,-0.98
0.0036532,0.0036532,4.9039e-006,1.5211,1,0.021,49.5,49.5,-0.979
0.0038448,0.0038448,5.1374e-006,1.5211,1,0.022,49.5,49.5,-0.978
0.0040365,0.0040365,5.3709e-006,1.5211,1,0.023,49.5,49.5,-0.977
0.0042281,0.0042281,5.6044e-006,1.5211,1,0.024,49.5,49.5,-0.976
0.0044198,0.0044198,5.8379e-006,1.5211,1,0.025,49.5,49.5,-0.975
0.0046114,0.0046114,6.0715e-006,1.5211,1,0.026,49.5,49.5,-0.974
0.0048031,0.0048031,6.305e-006,1.5211,1,0.027,49.5,49.5,-0.973
0.0049947,0.0049947,6.5385e-006,1.5211,1,0.028,49.5,49.5,-0.972
0.0051864,0.0051864,6.772e-006,1.5211,1,0.029,49.5,49.5,-0.971
0.005378,0.005378,7.0055e-006,1.5211,1,0.03,49.5,49.5,-0.97
0.0055697,0.0055697,7.239e-006,1.5211,1,0.031,49.5,49.5,-0.969
0.0057613,0.0057613,7.4726e-006,1.5211,1,0.032,49.5,49.5,-0.968
0.005953,0.005953,7.7061e-006,1.5211,1,0.033,49.5,49.5,-0.967
