"hu","hv","omega","h","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00037248,-0.00037248,-5.901e-021,1.5216,1,0,49.5,49.5,-1
-0.00017476,-0.00017476,1.3288e-007,1.5216,1,0.00099999,49.5,49.5,-0.999
2.295e-005,2.295e-005,2.6575e-007,1.5216,1,0.002,49.5,49.5,-0.998
0.00022068,0.00022068,3.9864e-007,1.5216,1,0.003,49.5,49.5,-0.997
0.00041839,0.00041839,5.3151e-007,1.5216,1,0.004,49.5,49.5,-0.996
0.00061611,0.00061611,6.6439e-007,1.5216,1,0.005,49.5,49.5,-0.995
0.00081382,0.00081382,7.9726e-007,1.5216,1,0.006,49.5,49.5,-0.994
0.0010115,0.0010115,9.3015e-007,1.5216,1,0.007,49.5,49.5,-0.993
0.0012093,0.0012093,1.063e-006,1.5216,1,0.008,49.5,49.5,-0.992
0.001407,0.001407,1.1959e-006,1.5216,1,0.009,49.5,49.5,-0.991
0.0016047,0.0016047,1.3288e-006,1.5216,1,0.01,49.5,49.5,-0.99
0.0018024,0.0018024,1.4617e-006,1.5216,1,0.011,49.5,49.5,-0.989
0.0020001,0.0020001,1.5945e-006,1.5216,1,0.012,49.5,49.5,-0.988
0.0021978,0.0021978,1.7274e-006,1.5216,1,0.013,49.5,49.5,-0.987
0.0023956,0.0023956,1.8603e-006,1.5216,1,0.014,49.5,49.5,-0.986
0.0025933,0.0025933,1.9932e-006,1.5216,1,0.015,49.5,49.5,-0.985
0.002791,0.002791,2.126e-006,1.5216,1,0.016,49.5,49.5,-0.984
0.0029887,0.0029887,2.2589e-006,1.5216,1,0.017,49.5,49.5,-0.983
0.0031864,0.0031864,2.3918e-006,1.5216,1,0.018,49.5,49.5,-0.982
0.0033841,0.0033841,2.5247e-006,1.5216,1,0.019,49.5,49.5,-0.981
0.0035819,0.0035819,2.6576e-006,1.5216,1,0.02,49.5,49.5,-0.98
0.0037796,0.0037796,2.7904e-006,1.5216,1,0.021,49.5,49.5,-0.979
0.0039773,0.0039773,2.9233e-006,1.5216,1,0.022,49.5,49.5,-0.978
0.004175,0.004175,3.0562e-006,1.5216,1,0.023,49.5,49.5,-0.977
0.0043727,0.0043727,3.1891e-006,1.5216,1,0.024,49.5,49.5,-0.976
0.0045704,0.0045704,3.3219e-006,1.5216,1,0.025,49.5,49.5,-0.975
0.0047682,0.0047682,3.4548e-006,1.5216,1,0.026,49.5,49.5,-0.974
0.0049659,0.0049659,3.5877e-006,1.5216,1,0.027,49.5,49.5,-0.973
0.0051636,0.0051636,3.7206e-006,1.5216,1,0.028,49.5,49.5,-0.972
0.0053613,0.0053613,3.8535e-006,1.5216,1,0.029,49.5,49.5,-0.971
0.005559,0.005559,3.9863e-006,1.5216,1,0.03,49.5,49.5,-0.97
0.0057568,0.0057568,4.1192e-006,1.5216,1,0.031,49.5,49.5,-0.969
0.0059545,0.0059545,4.2521e-006,1.5216,1,0.032,49.5,49.5,-0.968
0.0061522,0.0061522,4.385e-006,1.5216,1,0.033,49.5,49.5,-0.967
0.0063499,0.0063499,4.5178e-006,1.5216,1,0.034,49.5,49.5,-0.966
0.0065476,0.0065476,4.6507e-006,1.5216,1,0.035,49.5,49.5,-0.965
