"hu","hv","omega","h","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00033077,-0.00033077,4.8667e-021,1.5227,1,0,49.5,49.5,-1
-0.0001205,-0.0001205,-1.0959e-007,1.5227,1,0.00099999,49.5,49.5,-0.999
8.9763e-005,8.9763e-005,-2.1918e-007,1.5227,1,0.002,49.5,49.5,-0.998
0.00030004,0.00030004,-3.2877e-007,1.5227,1,0.003,49.5,49.5,-0.997
0.00051031,0.00051031,-4.3836e-007,1.5227,1,0.004,49.5,49.5,-0.996
0.00072057,0.00072057,-5.4794e-007,1.5227,1,0.005,49.5,49.5,-0.995
0.00093084,0.00093084,-6.5753e-007,1.5227,1,0.006,49.5,49.5,-0.994
0.0011411,0.0011411,-7.6713e-007,1.5227,1,0.007,49.5,49.5,-0.993
0.0013514,0.0013514,-8.7671e-007,1.5227,1,0.008,49.5,49.5,-0.992
0.0015616,0.0015616,-9.863e-007,1.5227,1,0.009,49.5,49.5,-0.991
0.0017719,0.0017719,-1.0959e-006,1.5227,1,0.01,49.5,49.5,-0.99
0.0019822,0.0019822,-1.2055e-006,1.5227,1,0.011,49.5,49.5,-0.989
0.0021925,0.0021925,-1.3151e-006,1.5227,1,0.012,49.5,49.5,-0.988
0.0024027,0.0024027,-1.4247e-006,1.5227,1,0.013,49.5,49.5,-0.987
0.002613,0.002613,-1.5342e-006,1.5227,1,0.014,49.5,49.5,-0.986
0.0028232,0.0028232,-1.6438e-006,1.5227,1,0.015,49.5,49.5,-0.985
0.0030335,0.0030335,-1.7534e-006,1.5227,1,0.016,49.5,49.5,-0.984
0.0032438,0.0032438,-1.863e-006,1.5227,1,0.017,49.5,49.5,-0.983
0.0034541,0.0034541,-1.9726e-006,1.5227,1,0.018,49.5,49.5,-0.982
0.0036643,0.0036643,-2.0822e-006,1.5227,1,0.019,49.5,49.5,-0.981
0.0038746,0.0038746,-2.1918e-006,1.5227,1,0.02,49.5,49.5,-0.98
0.0040849,0.0040849,-2.3014e-006,1.5227,1,0.021,49.5,49.5,-0.979
0.0042951,0.0042951,-2.411e-006,1.5227,1,0.022,49.5,49.5,-0.978
0.0045054,0.0045054,-2.5205e-006,1.5227,1,0.023,49.5,49.5,-0.977
0.0047157,0.0047157,-2.6301e-006,1.5227,1,0.024,49.5,49.5,-0.976
0.0049259,0.0049259,-2.7397e-006,1.5227,1,0.025,49.5,49.5,-0.975
0.0051362,0.0051362,-2.8493e-006,1.5227,1,0.026,49.5,49.5,-0.974
0.0053465,0.0053465,-2.9589e-006,1.5227,1,0.027,49.5,49.5,-0.973
0.0055567,0.0055567,-3.0685e-006,1.5227,1,0.028,49.5,49.5,-0.972
0.005767,0.005767,-3.1781e-006,1.5227,1,0.029,49.5,49.5,-0.971
0.0059773,0.0059773,-3.2877e-006,1.5227,1,0.03,49.5,49.5,-0.97
0.0061875,0.0061875,-3.3973e-006,1.5227,1,0.031,49.5,49.5,-0.969
0.0063978,0.0063978,-3.5068e-006,1.5227,1,0.032,49.5,49.5,-0.968
0.0066081,0.0066081,-3.6164e-006,1.5227,1,0.033,49.5,49.5,-0.967
0.0068183,0.0068183,-3.726e-006,1.5227,1,0.034,49.5,49.5,-0.966
0.0070286,0.0070286,-3.8356e-006,1.5227,1,0.035,49.5,49.5,-0.965
0.0072389,0.0072389,-3.9452e-006,1.5227,1,0.036,49.5,49.5,-0.964
0.0074491,0.0074491,-4.0548e-006,1.5227,1,0.037,49.5,49.5,-0.963
0.0076594,0.0076594,-4.1644e-006,1.5227,1,0.038,49.5,49.5,-0.962
0.0078697,0.0078697,-4.274e-006,1.5227,1,0.039,49.5,49.5,-0.961
0.00808,0.00808,-4.3836e-006,1.5227,1,0.04,49.5,49.5,-0.96
