"hu","hv","omega","h","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00035486,-0.00035486,-1.6585e-020,1.5204,1,0,49.5,49.5,-1
-0.00017249,-0.00017249,3.7346e-007,1.5204,1,0.00099999,49.5,49.5,-0.999
9.8841e-006,9.8841e-006,7.4691e-007,1.5204,1,0.002,49.5,49.5,-0.998
0.00019227,0.00019227,1.1204e-006,1.5204,1,0.003,49.5,49.5,-0.997
0.00037464,0.00037464,1.4938e-006,1.5204,1,0.004,49.5,49.5,-0.996
0.00055702,0.00055702,1.8673e-006,1.5204,1,0.005,49.5,49.5,-0.995
0.00073939,0.00073939,2.2408e-006,1.5204,1,0.006,49.5,49.5,-0.994
0.00092178,0.00092178,2.6142e-006,1.5204,1,0.007,49.5,49.5,-0.993
0.0011041,0.0011041,2.9877e-006,1.5204,1,0.008,49.5,49.5,-0.992
0.0012865,0.0012865,3.3611e-006,1.5204,1,0.009,49.5,49.5,-0.991
0.0014689,0.0014689,3.7346e-006,1.5204,1,0.01,49.5,49.5,-0.99
0.0016513,0.0016513,4.1081e-006,1.5204,1,0.011,49.5,49.5,-0.989
0.0018337,0.0018337,4.4815e-006,1.5204,1,0.012,49.5,49.5,-0.988
0.002016,0.002016,4.855e-006,1.5204,1,0.013,49.5,49.5,-0.987
0.0021984,0.0021984,5.2284e-006,1.5204,1,0.014,49.5,49.5,-0.986
0.0023808,0.0023808,5.6019e-006,1.5204,1,0.015,49.5,49.5,-0.985
0.0025632,0.0025632,5.9754e-006,1.5204,1,0.016,49.5,49.5,-0.984
0.0027455,0.0027455,6.3488e-006,1.5204,1,0.017,49.5,49.5,-0.983
0.0029279,0.0029279,6.7223e-006,1.5204,1,0.018,49.5,49.5,-0.982
0.0031103,0.0031103,7.0957e-006,1.5204,1,0.019,49.5,49.5,-0.981
0.0032927,0.0032927,7.4692e-006,1.5204,1,0.02,49.5,49.5,-0.98
0.003475,0.003475,7.8427e-006,1.5204,1,0.021,49.5,49.5,-0.979
0.0036574,0.0036574,8.2161e-006,1.5204,1,0.022,49.5,49.5,-0.978
0.0038398,0.0038398,8.5896e-006,1.5204,1,0.023,49.5,49.5,-0.977
0.0040222,0.0040222,8.963e-006,1.5204,1,0.024,49.5,49.5,-0.976
0.0042045,0.0042045,9.3365e-006,1.5204,1,0.025,49.5,49.5,-0.975
0.0043869,0.0043869,9.71e-006,1.5204,1,0.026,49.5,49.5,-0.974
0.0045693,0.0045693,1.0083e-005,1.5204,1,0.027,49.5,49.5,-0.973
0.0047517,0.0047517,1.0457e-005,1.5204,1,0.028,49.5,49.5,-0.972
0.004934,0.004934,1.083e-005,1.5204,1,0.029,49.5,49.5,-0.971
0.0051164,0.0051164,1.1204e-005,1.5204,1,0.03,49.5,49.5,-0.97
0.0052988,0.0052988,1.1577e-005,1.5204,1,0.031,49.5,49.5,-0.969
0.0054812,0.0054812,1.1951e-005,1.5204,1,0.032,49.5,49.5,-0.968
0.0056635,0.0056635,1.2324e-005,1.5204,1,0.033,49.5,49.5,-0.967
0.0058459,0.0058459,1.2698e-005,1.5204,1,0.034,49.5,49.5,-0.966
0.0060283,0.0060283,1.3071e-005,1.5204,1,0.035,49.5,49.5,-0.965
0.0062107,0.0062107,1.3445e-005,1.5204,1,0.036,49.5,49.5,-0.964
0.0063931,0.0063931,1.3818e-005,1.5204,1,0.037,49.5,49.5,-0.963
0.0065754,0.0065754,1.4191e-005,1.5204,1,0.038,49.5,49.5,-0.962
0.0067578,0.0067578,1.4565e-005,1.5204,1,0.039,49.5,49.5,-0.961
0.0069402,0.0069402,1.4938e-005,1.5204,1,0.04,49.5,49.5,-0.96
0.0071226,0.0071226,1.5312e-005,1.5204,1,0.041,49.5,49.5,-0.959
0.0073049,0.0073049,1.5685e-005,1.5204,1,0.042,49.5,49.5,-0.958
0.0074873,0.0074873,1.6059e-005,1.5204,1,0.043,49.5,49.5,-0.957
0.0076697,0.0076697,1.6432e-005,1.5204,1,0.044,49.5,49.5,-0.956
0.0078521,0.0078521,1.6806e-005,1.5204,1,0.045,49.5,49.5,-0.955
0.0080344,0.0080344,1.7179e-005,1.5204,1,0.046,49.5,49.5,-0.954
0.0082168,0.0082168,1.7553e-005,1.5204,1,0.047,49.5,49.5,-0.953
0.0083992,0.0083992,1.7926e-005,1.5204,1,0.048,49.5,49.5,-0.952
0.0085816,0.0085816,1.83e-005,1.5204,1,0.049,49.5,49.5,-0.951
0.0087639,0.0087639,1.8673e-005,1.5204,1,0.05,49.5,49.5,-0.95
0.0089463,0.0089463,1.9046e-005,1.5204,1,0.051,49.5,49.5,-0.949
0.0091287,0.0091287,1.942e-005,1.5204,1,0.052,49.5,49.5,-0.948
0.0093111,0.0093111,1.9793e-005,1.5204,1,0.053,49.5,49.5,-0.947
0.0094935,0.0094935,2.0167e-005,1.5204,1,0.054,49.5,49.5,-0.946
0.0096758,0.0096758,2.054e-005,1.5204,1,0.055,49.5,49.5,-0.945
0.0098582,0.0098582,2.0914e-005,1.5204,1,0.056,49.5,49.5,-0.944
0.010041,0.010041,2.1287e-005,1.5204,1,0.057,49.5,49.5,-0.943
0.010223,0.010223,2.1661e-005,1.5204,1,0.058,49.5,49.5,-0.942
0.010405,0.010405,2.2034e-005,1.5204,1,0.059,49.5,49.5,-0.941
0.010588,0.010588,2.2408e-005,1.5204,1,0.06,49.5,49.5,-0.94
0.01077,0.01077,2.2781e-005,1.5204,1,0.061,49.5,49.5,-0.939
0.010952,0.010952,2.3155e-005,1.5204,1,0.062,49.5,49.5,-0.938
0.011135,0.011135,2.3528e-005,1.5204,1,0.063,49.5,49.5,-0.937
0.011317,0.011317,2.3901e-005,1.5204,1,0.064,49.5,49.5,-0.936
0.0115,0.0115,2.4275e-005,1.5204,1,0.065,49.5,49.5,-0.935
0.011682,0.011682,2.4648e-005,1.5204,1,0.066,49.5,49.5,-0.934
0.011864,0.011864,2.5022e-005,1.5204,1,0.067,49.5,49.5,-0.933
0.012047,0.012047,2.5395e-005,1.5204,1,0.068,49.5,49.5,-0.932
0.012229,0.012229,2.5769e-005,1.5204,1,0.069,49.5,49.5,-0.931
0.012411,0.012411,2.6142e-005,1.5204,1,0.07,49.5,49.5,-0.93
0.012594,0.012594,2.6516e-005,1.5204,1,0.071,49.5,49.5,-0.929
0.012776,0.012776,2.6889e-005,1.5204,1,0.072,49.5,49.5,-0.928
0.012959,0.012959,2.7263e-005,1.5204,1,0.073,49.5,49.5,-0.927
0.013141,0.013141,2.7636e-005,1.5204,1,0.074,49.5,49.5,-0.926
0.013323,0.013323,2.801e-005,1.5204,1,0.075,49.5,49.5,-0.925
0.013506,0.013506,2.8383e-005,1.5204,1,0.076,49.5,49.5,-0.924
0.013688,0.013688,2.8756e-005,1.5204,1,0.077,49.5,49.5,-0.923
0.01387,0.01387,2.913e-005,1.5204,1,0.078,49.5,49.5,-0.922
0.014053,0.014053,2.9503e-005,1.5204,1,0.079,49.5,49.5,-0.921
0.014235,0.014235,2.9877e-005,1.5204,1,0.08,49.5,49.5,-0.92
0.014418,0.014418,3.025e-005,1.5204,1,0.081,49.5,49.5,-0.919
0.0146,0.0146,3.0624e-005,1.5204,1,0.082,49.5,49.5,-0.918
0.014782,0.014782,3.0997e-005,1.5204,1,0.083,49.5,49.5,-0.917
0.014965,0.014965,3.1371e-005,1.5204,1,0.084,49.5,49.5,-0.916
0.015147,0.015147,3.1744e-005,1.5204,1,0.085,49.5,49.5,-0.915
0.015329,0.015329,3.2118e-005,1.5204,1,0.086,49.5,49.5,-0.914
0.015512,0.015512,3.2491e-005,1.5204,1,0.087,49.5,49.5,-0.913
0.015694,0.015694,3.2865e-005,1.5204,1,0.088,49.5,49.5,-0.912
0.015877,0.015877,3.3238e-005,1.5204,1,0.089,49.5,49.5,-0.911
0.016059,0.016059,3.3611e-005,1.5204,1,0.09,49.5,49.5,-0.91
0.016241,0.016241,3.3985e-005,1.5204,1,0.091,49.5,49.5,-0.909
0.016424,0.016424,3.4358e-005,1.5204,1,0.092,49.5,49.5,-0.908
0.016606,0.016606,3.4732e-005,1.5204,1,0.093,49.5,49.5,-0.907
0.016788,0.016788,3.5105e-005,1.5204,1,0.094,49.5,49.5,-0.906
0.016971,0.016971,3.5479e-005,1.5204,1,0.095,49.5,49.5,-0.905
0.017153,0.017153,3.5852e-005,1.5204,1,0.096,49.5,49.5,-0.904
0.017336,0.017336,3.6226e-005,1.5204,1,0.097,49.5,49.5,-0.903
0.017518,0.017518,3.6599e-005,1.5204,1,0.098,49.5,49.5,-0.902
0.0177,0.0177,3.6973e-005,1.5204,1,0.099,49.5,49.5,-0.901
0.017883,0.017883,3.7346e-005,1.5204,1,0.1,49.5,49.5,-0.9
0.018065,0.018065,3.7719e-005,1.5204,1,0.101,49.5,49.5,-0.899
0.018248,0.018248,3.8093e-005,1.5204,1,0.102,49.5,49.5,-0.898
0.01843,0.01843,3.8466e-005,1.5204,1,0.103,49.5,49.5,-0.897
0.018612,0.018612,3.884e-005,1.5204,1,0.104,49.5,49.5,-0.896
0.018795,0.018795,3.9213e-005,1.5204,1,0.105,49.5,49.5,-0.895
0.018977,0.018977,3.9587e-005,1.5204,1,0.106,49.5,49.5,-0.894
0.019159,0.019159,3.996e-005,1.5204,1,0.107,49.5,49.5,-0.893
0.019342,0.019342,4.0334e-005,1.5204,1,0.108,49.5,49.5,-0.892
0.019524,0.019524,4.0707e-005,1.5204,1,0.109,49.5,49.5,-0.891
0.019707,0.019707,4.1081e-005,1.5204,1,0.11,49.5,49.5,-0.89
0.019889,0.019889,4.1454e-005,1.5204,1,0.111,49.5,49.5,-0.889
0.020071,0.020071,4.1828e-005,1.5204,1,0.112,49.5,49.5,-0.888
0.020254,0.020254,4.2201e-005,1.5204,1,0.113,49.5,49.5,-0.887
0.020436,0.020436,4.2574e-005,1.5204,1,0.114,49.5,49.5,-0.886
0.020618,0.020618,4.2948e-005,1.5204,1,0.115,49.5,49.5,-0.885
0.020801,0.020801,4.3321e-005,1.5204,1,0.116,49.5,49.5,-0.884
0.020983,0.020983,4.3695e-005,1.5204,1,0.117,49.5,49.5,-0.883
0.021166,0.021166,4.4068e-005,1.5204,1,0.118,49.5,49.5,-0.882
0.021348,0.021348,4.4442e-005,1.5204,1,0.119,49.5,49.5,-0.881
0.02153,0.02153,4.4815e-005,1.5204,1,0.12,49.5,49.5,-0.88
0.021713,0.021713,4.5189e-005,1.5204,1,0.121,49.5,49.5,-0.879
0.021895,0.021895,4.5562e-005,1.5204,1,0.122,49.5,49.5,-0.878
0.022077,0.022077,4.5936e-005,1.5204,1,0.123,49.5,49.5,-0.877
0.02226,0.02226,4.6309e-005,1.5204,1,0.124,49.5,49.5,-0.876
0.022442,0.022442,4.6683e-005,1.5204,1,0.125,49.5,49.5,-0.875
0.022625,0.022625,4.7056e-005,1.5204,1,0.126,49.5,49.5,-0.874
