"hu","hv","omega","h","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.0003244,-0.0003244,5.7637e-021,1.5228,1,0,49.5,49.5,-1
-0.00011323,-0.00011323,-1.2979e-007,1.5228,1,0.00099999,49.5,49.5,-0.999
9.7953e-005,9.7953e-005,-2.5957e-007,1.5228,1,0.002,49.5,49.5,-0.998
0.00030914,0.00030914,-3.8937e-007,1.5228,1,0.003,49.5,49.5,-0.997
0.00052032,0.00052032,-5.1915e-007,1.5228,1,0.004,49.5,49.5,-0.996
0.0007315,0.0007315,-6.4894e-007,1.5228,1,0.005,49.5,49.5,-0.995
0.00094268,0.00094268,-7.7872e-007,1.5228,1,0.006,49.5,49.5,-0.994
0.0011539,0.0011539,-9.0852e-007,1.5228,1,0.007,49.5,49.5,-0.993
0.001365,0.001365,-1.0383e-006,1.5228,1,0.008,49.5,49.5,-0.992
0.0015762,0.0015762,-1.1681e-006,1.5228,1,0.009,49.5,49.5,-0.991
0.0017874,0.0017874,-1.2979e-006,1.5228,1,0.01,49.5,49.5,-0.99
0.0019986,0.0019986,-1.4277e-006,1.5228,1,0.011,49.5,49.5,-0.989
0.0022098,0.0022098,-1.5575e-006,1.5228,1,0.012,49.5,49.5,-0.988
0.002421,0.002421,-1.6872e-006,1.5228,1,0.013,49.5,49.5,-0.987
0.0026321,0.0026321,-1.817e-006,1.5228,1,0.014,49.5,49.5,-0.986
0.0028433,0.0028433,-1.9468e-006,1.5228,1,0.015,49.5,49.5,-0.985
0.0030545,0.0030545,-2.0766e-006,1.5228,1,0.016,49.5,49.5,-0.984
0.0032657,0.0032657,-2.2064e-006,1.5228,1,0.017,49.5,49.5,-0.983
0.0034769,0.0034769,-2.3362e-006,1.5228,1,0.018,49.5,49.5,-0.982
0.003688,0.003688,-2.466e-006,1.5228,1,0.019,49.5,49.5,-0.981
0.0038992,0.0038992,-2.5958e-006,1.5228,1,0.02,49.5,49.5,-0.98
0.0041104,0.0041104,-2.7255e-006,1.5228,1,0.021,49.5,49.5,-0.979
0.0043216,0.0043216,-2.8553e-006,1.5228,1,0.022,49.5,49.5,-0.978
0.0045328,0.0045328,-2.9851e-006,1.5228,1,0.023,49.5,49.5,-0.977
0.0047439,0.0047439,-3.1149e-006,1.5228,1,0.024,49.5,49.5,-0.976
0.0049551,0.0049551,-3.2447e-006,1.5228,1,0.025,49.5,49.5,-0.975
0.0051663,0.0051663,-3.3745e-006,1.5228,1,0.026,49.5,49.5,-0.974
0.0053775,0.0053775,-3.5043e-006,1.5228,1,0.027,49.5,49.5,-0.973
0.0055887,0.0055887,-3.6341e-006,1.5228,1,0.028,49.5,49.5,-0.972
0.0057998,0.0057998,-3.7638e-006,1.5228,1,0.029,49.5,49.5,-0.971
0.006011,0.006011,-3.8936e-006,1.5228,1,0.03,49.5,49.5,-0.97
0.0062222,0.0062222,-4.0234e-006,1.5228,1,0.031,49.5,49.5,-0.969
0.0064334,0.0064334,-4.1532e-006,1.5228,1,0.032,49.5,49.5,-0.968
0.0066446,0.0066446,-4.283e-006,1.5228,1,0.033,49.5,49.5,-0.967
0.0068558,0.0068558,-4.4128e-006,1.5228,1,0.034,49.5,49.5,-0.966
0.0070669,0.0070669,-4.5426e-006,1.5228,1,0.035,49.5,49.5,-0.965
0.0072781,0.0072781,-4.6724e-006,1.5228,1,0.036,49.5,49.5,-0.964
0.0074893,0.0074893,-4.8021e-006,1.5228,1,0.037,49.5,49.5,-0.963
0.0077005,0.0077005,-4.9319e-006,1.5228,1,0.038,49.5,49.5,-0.962
0.0079117,0.0079117,-5.0617e-006,1.5228,1,0.039,49.5,49.5,-0.961
0.0081229,0.0081229,-5.1915e-006,1.5228,1,0.04,49.5,49.5,-0.96
0.008334,0.008334,-5.3213e-006,1.5228,1,0.041,49.5,49.5,-0.959
0.0085452,0.0085452,-5.4511e-006,1.5228,1,0.042,49.5,49.5,-0.958
0.0087564,0.0087564,-5.5809e-006,1.5228,1,0.043,49.5,49.5,-0.957
0.0089676,0.0089676,-5.7107e-006,1.5228,1,0.044,49.5,49.5,-0.956
0.0091788,0.0091788,-5.8404e-006,1.5228,1,0.045,49.5,49.5,-0.955
0.0093899,0.0093899,-5.9702e-006,1.5228,1,0.046,49.5,49.5,-0.954
0.0096011,0.0096011,-6.1e-006,1.5228,1,0.047,49.5,49.5,-0.953
0.0098123,0.0098123,-6.2298e-006,1.5228,1,0.048,49.5,49.5,-0.952
0.010023,0.010023,-6.3596e-006,1.5228,1,0.049,49.5,49.5,-0.951
0.010235,0.010235,-6.4894e-006,1.5228,1,0.05,49.5,49.5,-0.95
0.010446,0.010446,-6.6192e-006,1.5228,1,0.051,49.5,49.5,-0.949
0.010657,0.010657,-6.749e-006,1.5228,1,0.052,49.5,49.5,-0.948
0.010868,0.010868,-6.8787e-006,1.5228,1,0.053,49.5,49.5,-0.947
0.011079,0.011079,-7.0085e-006,1.5228,1,0.054,49.5,49.5,-0.946
0.011291,0.011291,-7.1383e-006,1.5228,1,0.055,49.5,49.5,-0.945
0.011502,0.011502,-7.2681e-006,1.5228,1,0.056,49.5,49.5,-0.944
0.011713,0.011713,-7.3979e-006,1.5228,1,0.057,49.5,49.5,-0.943
0.011924,0.011924,-7.5277e-006,1.5228,1,0.058,49.5,49.5,-0.942
0.012135,0.012135,-7.6575e-006,1.5228,1,0.059,49.5,49.5,-0.941
0.012346,0.012346,-7.7873e-006,1.5228,1,0.06,49.5,49.5,-0.94
0.012558,0.012558,-7.917e-006,1.5228,1,0.061,49.5,49.5,-0.939
0.012769,0.012769,-8.0468e-006,1.5228,1,0.062,49.5,49.5,-0.938
0.01298,0.01298,-8.1766e-006,1.5228,1,0.063,49.5,49.5,-0.937
0.013191,0.013191,-8.3064e-006,1.5228,1,0.064,49.5,49.5,-0.936
0.013402,0.013402,-8.4362e-006,1.5228,1,0.065,49.5,49.5,-0.935
0.013614,0.013614,-8.566e-006,1.5228,1,0.066,49.5,49.5,-0.934
0.013825,0.013825,-8.6958e-006,1.5228,1,0.067,49.5,49.5,-0.933
0.014036,0.014036,-8.8256e-006,1.5228,1,0.068,49.5,49.5,-0.932
