"hu","hv","omega","h","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00019446,-0.00019446,-3.5534e-020,1.5176,1,0,49.5,49.5,-1
-4.6574e-005,-4.6574e-005,8.0015e-007,1.5176,1,0.00099999,49.5,49.5,-0.999
0.00010131,0.00010131,1.6003e-006,1.5176,1,0.002,49.5,49.5,-0.998
0.00024921,0.00024921,2.4005e-006,1.5176,1,0.003,49.5,49.5,-0.997
0.00039709,0.00039709,3.2007e-006,1.5176,1,0.004,49.5,49.5,-0.996
0.00054498,0.00054498,4.0008e-006,1.5176,1,0.005,49.5,49.5,-0.995
0.00069287,0.00069287,4.801e-006,1.5176,1,0.006,49.5,49.5,-0.994
0.00084076,0.00084076,5.6012e-006,1.5176,1,0.007,49.5,49.5,-0.993
0.00098865,0.00098865,6.4013e-006,1.5176,1,0.008,49.5,49.5,-0.992
0.0011365,0.0011365,7.2015e-006,1.5176,1,0.009,49.5,49.5,-0.991
0.0012844,0.0012844,8.0016e-006,1.5176,1,0.01,49.5,49.5,-0.99
0.0014323,0.0014323,8.8018e-006,1.5176,1,0.011,49.5,49.5,-0.989
0.0015802,0.0015802,9.602e-006,1.5176,1,0.012,49.5,49.5,-0.988
0.0017281,0.0017281,1.0402e-005,1.5176,1,0.013,49.5,49.5,-0.987
0.001876,0.001876,1.1202e-005,1.5176,1,0.014,49.5,49.5,-0.986
0.0020239,0.0020239,1.2002e-005,1.5176,1,0.015,49.5,49.5,-0.985
0.0021717,0.0021717,1.2803e-005,1.5176,1,0.016,49.5,49.5,-0.984
0.0023196,0.0023196,1.3603e-005,1.5176,1,0.017,49.5,49.5,-0.983
0.0024675,0.0024675,1.4403e-005,1.5176,1,0.018,49.5,49.5,-0.982
0.0026154,0.0026154,1.5203e-005,1.5176,1,0.019,49.5,49.5,-0.981
0.0027633,0.0027633,1.6003e-005,1.5176,1,0.02,49.5,49.5,-0.98
0.0029112,0.0029112,1.6803e-005,1.5176,1,0.021,49.5,49.5,-0.979
0.0030591,0.0030591,1.7604e-005,1.5176,1,0.022,49.5,49.5,-0.978
0.003207,0.003207,1.8404e-005,1.5176,1,0.023,49.5,49.5,-0.977
0.0033549,0.0033549,1.9204e-005,1.5176,1,0.024,49.5,49.5,-0.976
0.0035027,0.0035027,2.0004e-005,1.5176,1,0.025,49.5,49.5,-0.975
0.0036506,0.0036506,2.0804e-005,1.5176,1,0.026,49.5,49.5,-0.974
0.0037985,0.0037985,2.1604e-005,1.5176,1,0.027,49.5,49.5,-0.973
0.0039464,0.0039464,2.2405e-005,1.5176,1,0.028,49.5,49.5,-0.972
0.0040943,0.0040943,2.3205e-005,1.5176,1,0.029,49.5,49.5,-0.971
0.0042422,0.0042422,2.4005e-005,1.5176,1,0.03,49.5,49.5,-0.97
0.0043901,0.0043901,2.4805e-005,1.5176,1,0.031,49.5,49.5,-0.969
0.004538,0.004538,2.5605e-005,1.5176,1,0.032,49.5,49.5,-0.968
0.0046859,0.0046859,2.6405e-005,1.5176,1,0.033,49.5,49.5,-0.967
0.0048337,0.0048337,2.7206e-005,1.5176,1,0.034,49.5,49.5,-0.966
0.0049816,0.0049816,2.8006e-005,1.5176,1,0.035,49.5,49.5,-0.965
0.0051295,0.0051295,2.8806e-005,1.5176,1,0.036,49.5,49.5,-0.964
0.0052774,0.0052774,2.9606e-005,1.5176,1,0.037,49.5,49.5,-0.963
0.0054253,0.0054253,3.0406e-005,1.5176,1,0.038,49.5,49.5,-0.962
0.0055732,0.0055732,3.1206e-005,1.5176,1,0.039,49.5,49.5,-0.961
0.0057211,0.0057211,3.2007e-005,1.5176,1,0.04,49.5,49.5,-0.96
0.005869,0.005869,3.2807e-005,1.5176,1,0.041,49.5,49.5,-0.959
0.0060168,0.0060168,3.3607e-005,1.5176,1,0.042,49.5,49.5,-0.958
0.0061647,0.0061647,3.4407e-005,1.5176,1,0.043,49.5,49.5,-0.957
0.0063126,0.0063126,3.5207e-005,1.5176,1,0.044,49.5,49.5,-0.956
0.0064605,0.0064605,3.6007e-005,1.5176,1,0.045,49.5,49.5,-0.955
0.0066084,0.0066084,3.6808e-005,1.5176,1,0.046,49.5,49.5,-0.954
0.0067563,0.0067563,3.7608e-005,1.5176,1,0.047,49.5,49.5,-0.953
0.0069042,0.0069042,3.8408e-005,1.5176,1,0.048,49.5,49.5,-0.952
0.0070521,0.0070521,3.9208e-005,1.5176,1,0.049,49.5,49.5,-0.951
0.0072,0.0072,4.0008e-005,1.5176,1,0.05,49.5,49.5,-0.95
0.0073478,0.0073478,4.0808e-005,1.5176,1,0.051,49.5,49.5,-0.949
0.0074957,0.0074957,4.1609e-005,1.5176,1,0.052,49.5,49.5,-0.948
0.0076436,0.0076436,4.2409e-005,1.5176,1,0.053,49.5,49.5,-0.947
0.0077915,0.0077915,4.3209e-005,1.5176,1,0.054,49.5,49.5,-0.946
0.0079394,0.0079394,4.4009e-005,1.5176,1,0.055,49.5,49.5,-0.945
0.0080873,0.0080873,4.4809e-005,1.5176,1,0.056,49.5,49.5,-0.944
0.0082352,0.0082352,4.5609e-005,1.5176,1,0.057,49.5,49.5,-0.943
0.0083831,0.0083831,4.641e-005,1.5176,1,0.058,49.5,49.5,-0.942
0.008531,0.008531,4.721e-005,1.5176,1,0.059,49.5,49.5,-0.941
0.0086788,0.0086788,4.801e-005,1.5176,1,0.06,49.5,49.5,-0.94
0.0088267,0.0088267,4.881e-005,1.5176,1,0.061,49.5,49.5,-0.939
0.0089746,0.0089746,4.961e-005,1.5176,1,0.062,49.5,49.5,-0.938
0.0091225,0.0091225,5.041e-005,1.5176,1,0.063,49.5,49.5,-0.937
0.0092704,0.0092704,5.1211e-005,1.5176,1,0.064,49.5,49.5,-0.936
0.0094183,0.0094183,5.2011e-005,1.5176,1,0.065,49.5,49.5,-0.935
0.0095662,0.0095662,5.2811e-005,1.5176,1,0.066,49.5,49.5,-0.934
0.0097141,0.0097141,5.3611e-005,1.5176,1,0.067,49.5,49.5,-0.933
0.0098619,0.0098619,5.4411e-005,1.5176,1,0.068,49.5,49.5,-0.932
0.01001,0.01001,5.5211e-005,1.5176,1,0.069,49.5,49.5,-0.931
0.010158,0.010158,5.6012e-005,1.5176,1,0.07,49.5,49.5,-0.93
0.010306,0.010306,5.6812e-005,1.5176,1,0.071,49.5,49.5,-0.929
0.010454,0.010454,5.7612e-005,1.5176,1,0.072,49.5,49.5,-0.928
0.010601,0.010601,5.8412e-005,1.5176,1,0.073,49.5,49.5,-0.927
0.010749,0.010749,5.9212e-005,1.5176,1,0.074,49.5,49.5,-0.926
0.010897,0.010897,6.0012e-005,1.5176,1,0.075,49.5,49.5,-0.925
0.011045,0.011045,6.0812e-005,1.5176,1,0.076,49.5,49.5,-0.924
0.011193,0.011193,6.1613e-005,1.5176,1,0.077,49.5,49.5,-0.923
0.011341,0.011341,6.2413e-005,1.5176,1,0.078,49.5,49.5,-0.922
0.011489,0.011489,6.3213e-005,1.5176,1,0.079,49.5,49.5,-0.921
0.011637,0.011637,6.4013e-005,1.5176,1,0.08,49.5,49.5,-0.92
0.011784,0.011784,6.4813e-005,1.5176,1,0.081,49.5,49.5,-0.919
0.011932,0.011932,6.5613e-005,1.5176,1,0.082,49.5,49.5,-0.918
0.01208,0.01208,6.6414e-005,1.5176,1,0.083,49.5,49.5,-0.917
0.012228,0.012228,6.7214e-005,1.5176,1,0.084,49.5,49.5,-0.916
0.012376,0.012376,6.8014e-005,1.5176,1,0.085,49.5,49.5,-0.915
0.012524,0.012524,6.8814e-005,1.5176,1,0.086,49.5,49.5,-0.914
0.012672,0.012672,6.9614e-005,1.5176,1,0.087,49.5,49.5,-0.913
0.01282,0.01282,7.0414e-005,1.5176,1,0.088,49.5,49.5,-0.912
0.012968,0.012968,7.1215e-005,1.5176,1,0.089,49.5,49.5,-0.911
