"hu","hv","omega","h","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00025669,-0.00025669,-3.1329e-020,1.5183,1,0,49.5,49.5,-1
-0.00010032,-0.00010032,7.0546e-007,1.5183,1,0.00099999,49.5,49.5,-0.999
5.6054e-005,5.6054e-005,1.4109e-006,1.5183,1,0.002,49.5,49.5,-0.998
0.00021244,0.00021244,2.1164e-006,1.5183,1,0.003,49.5,49.5,-0.997
0.00036881,0.00036881,2.8219e-006,1.5183,1,0.004,49.5,49.5,-0.996
0.00052518,0.00052518,3.5274e-006,1.5183,1,0.005,49.5,49.5,-0.995
0.00068156,0.00068156,4.2328e-006,1.5183,1,0.006,49.5,49.5,-0.994
0.00083794,0.00083794,4.9383e-006,1.5183,1,0.007,49.5,49.5,-0.993
0.00099431,0.00099431,5.6438e-006,1.5183,1,0.008,49.5,49.5,-0.992
0.0011507,0.0011507,6.3492e-006,1.5183,1,0.009,49.5,49.5,-0.991
0.0013071,0.0013071,7.0547e-006,1.5183,1,0.01,49.5,49.5,-0.99
0.0014634,0.0014634,7.7602e-006,1.5183,1,0.011,49.5,49.5,-0.989
0.0016198,0.0016198,8.4657e-006,1.5183,1,0.012,49.5,49.5,-0.988
0.0017762,0.0017762,9.1711e-006,1.5183,1,0.013,49.5,49.5,-0.987
0.0019326,0.0019326,9.8766e-006,1.5183,1,0.014,49.5,49.5,-0.986
0.0020889,0.0020889,1.0582e-005,1.5183,1,0.015,49.5,49.5,-0.985
0.0022453,0.0022453,1.1288e-005,1.5183,1,0.016,49.5,49.5,-0.984
0.0024017,0.0024017,1.1993e-005,1.5183,1,0.017,49.5,49.5,-0.983
0.0025581,0.0025581,1.2698e-005,1.5183,1,0.018,49.5,49.5,-0.982
0.0027144,0.0027144,1.3404e-005,1.5183,1,0.019,49.5,49.5,-0.981
0.0028708,0.0028708,1.4109e-005,1.5183,1,0.02,49.5,49.5,-0.98
0.0030272,0.0030272,1.4815e-005,1.5183,1,0.021,49.5,49.5,-0.979
0.0031836,0.0031836,1.552e-005,1.5183,1,0.022,49.5,49.5,-0.978
0.0033399,0.0033399,1.6226e-005,1.5183,1,0.023,49.5,49.5,-0.977
0.0034963,0.0034963,1.6931e-005,1.5183,1,0.024,49.5,49.5,-0.976
0.0036527,0.0036527,1.7637e-005,1.5183,1,0.025,49.5,49.5,-0.975
0.0038091,0.0038091,1.8342e-005,1.5183,1,0.026,49.5,49.5,-0.974
0.0039654,0.0039654,1.9048e-005,1.5183,1,0.027,49.5,49.5,-0.973
0.0041218,0.0041218,1.9753e-005,1.5183,1,0.028,49.5,49.5,-0.972
0.0042782,0.0042782,2.0459e-005,1.5183,1,0.029,49.5,49.5,-0.971
0.0044346,0.0044346,2.1164e-005,1.5183,1,0.03,49.5,49.5,-0.97
0.004591,0.004591,2.187e-005,1.5183,1,0.031,49.5,49.5,-0.969
0.0047473,0.0047473,2.2575e-005,1.5183,1,0.032,49.5,49.5,-0.968
0.0049037,0.0049037,2.3281e-005,1.5183,1,0.033,49.5,49.5,-0.967
0.0050601,0.0050601,2.3986e-005,1.5183,1,0.034,49.5,49.5,-0.966
0.0052165,0.0052165,2.4692e-005,1.5183,1,0.035,49.5,49.5,-0.965
0.0053728,0.0053728,2.5397e-005,1.5183,1,0.036,49.5,49.5,-0.964
0.0055292,0.0055292,2.6102e-005,1.5183,1,0.037,49.5,49.5,-0.963
0.0056856,0.0056856,2.6808e-005,1.5183,1,0.038,49.5,49.5,-0.962
0.0058419,0.0058419,2.7513e-005,1.5183,1,0.039,49.5,49.5,-0.961
0.0059983,0.0059983,2.8219e-005,1.5183,1,0.04,49.5,49.5,-0.96
0.0061547,0.0061547,2.8924e-005,1.5183,1,0.041,49.5,49.5,-0.959
0.0063111,0.0063111,2.963e-005,1.5183,1,0.042,49.5,49.5,-0.958
0.0064675,0.0064675,3.0335e-005,1.5183,1,0.043,49.5,49.5,-0.957
0.0066238,0.0066238,3.1041e-005,1.5183,1,0.044,49.5,49.5,-0.956
0.0067802,0.0067802,3.1746e-005,1.5183,1,0.045,49.5,49.5,-0.955
0.0069366,0.0069366,3.2452e-005,1.5183,1,0.046,49.5,49.5,-0.954
0.007093,0.007093,3.3157e-005,1.5183,1,0.047,49.5,49.5,-0.953
0.0072493,0.0072493,3.3863e-005,1.5183,1,0.048,49.5,49.5,-0.952
0.0074057,0.0074057,3.4568e-005,1.5183,1,0.049,49.5,49.5,-0.951
0.0075621,0.0075621,3.5274e-005,1.5183,1,0.05,49.5,49.5,-0.95
0.0077185,0.0077185,3.5979e-005,1.5183,1,0.051,49.5,49.5,-0.949
0.0078748,0.0078748,3.6684e-005,1.5183,1,0.052,49.5,49.5,-0.948
0.0080312,0.0080312,3.739e-005,1.5183,1,0.053,49.5,49.5,-0.947
0.0081876,0.0081876,3.8095e-005,1.5183,1,0.054,49.5,49.5,-0.946
0.008344,0.008344,3.8801e-005,1.5183,1,0.055,49.5,49.5,-0.945
0.0085003,0.0085003,3.9506e-005,1.5183,1,0.056,49.5,49.5,-0.944
0.0086567,0.0086567,4.0212e-005,1.5183,1,0.057,49.5,49.5,-0.943
0.0088131,0.0088131,4.0917e-005,1.5183,1,0.058,49.5,49.5,-0.942
0.0089695,0.0089695,4.1623e-005,1.5183,1,0.059,49.5,49.5,-0.941
0.0091258,0.0091258,4.2328e-005,1.5183,1,0.06,49.5,49.5,-0.94
0.0092822,0.0092822,4.3034e-005,1.5183,1,0.061,49.5,49.5,-0.939
0.0094386,0.0094386,4.3739e-005,1.5183,1,0.062,49.5,49.5,-0.938
0.009595,0.009595,4.4445e-005,1.5183,1,0.063,49.5,49.5,-0.937
0.0097513,0.0097513,4.515e-005,1.5183,1,0.064,49.5,49.5,-0.936
0.0099077,0.0099077,4.5856e-005,1.5183,1,0.065,49.5,49.5,-0.935
0.010064,0.010064,4.6561e-005,1.5183,1,0.066,49.5,49.5,-0.934
0.01022,0.01022,4.7267e-005,1.5183,1,0.067,49.5,49.5,-0.933
0.010377,0.010377,4.7972e-005,1.5183,1,0.068,49.5,49.5,-0.932
0.010533,0.010533,4.8678e-005,1.5183,1,0.069,49.5,49.5,-0.931
0.01069,0.01069,4.9383e-005,1.5183,1,0.07,49.5,49.5,-0.93
0.010846,0.010846,5.0088e-005,1.5183,1,0.071,49.5,49.5,-0.929
0.011002,0.011002,5.0794e-005,1.5183,1,0.072,49.5,49.5,-0.928
0.011159,0.011159,5.1499e-005,1.5183,1,0.073,49.5,49.5,-0.927
0.011315,0.011315,5.2205e-005,1.5183,1,0.074,49.5,49.5,-0.926
0.011471,0.011471,5.291e-005,1.5183,1,0.075,49.5,49.5,-0.925
0.011628,0.011628,5.3616e-005,1.5183,1,0.076,49.5,49.5,-0.924
0.011784,0.011784,5.4321e-005,1.5183,1,0.077,49.5,49.5,-0.923
0.011941,0.011941,5.5027e-005,1.5183,1,0.078,49.5,49.5,-0.922
0.012097,0.012097,5.5732e-005,1.5183,1,0.079,49.5,49.5,-0.921
0.012253,0.012253,5.6438e-005,1.5183,1,0.08,49.5,49.5,-0.92
0.01241,0.01241,5.7143e-005,1.5183,1,0.081,49.5,49.5,-0.919
0.012566,0.012566,5.7849e-005,1.5183,1,0.082,49.5,49.5,-0.918
0.012722,0.012722,5.8554e-005,1.5183,1,0.083,49.5,49.5,-0.917
0.012879,0.012879,5.926e-005,1.5183,1,0.084,49.5,49.5,-0.916
0.013035,0.013035,5.9965e-005,1.5183,1,0.085,49.5,49.5,-0.915
0.013192,0.013192,6.0671e-005,1.5183,1,0.086,49.5,49.5,-0.914
0.013348,0.013348,6.1376e-005,1.5183,1,0.087,49.5,49.5,-0.913
0.013504,0.013504,6.2081e-005,1.5183,1,0.088,49.5,49.5,-0.912
0.013661,0.013661,6.2787e-005,1.5183,1,0.089,49.5,49.5,-0.911
0.013817,0.013817,6.3492e-005,1.5183,1,0.09,49.5,49.5,-0.91
0.013973,0.013973,6.4198e-005,1.5183,1,0.091,49.5,49.5,-0.909
0.01413,0.01413,6.4903e-005,1.5183,1,0.092,49.5,49.5,-0.908
0.014286,0.014286,6.5609e-005,1.5183,1,0.093,49.5,49.5,-0.907
0.014443,0.014443,6.6314e-005,1.5183,1,0.094,49.5,49.5,-0.906
0.014599,0.014599,6.702e-005,1.5183,1,0.095,49.5,49.5,-0.905
0.014755,0.014755,6.7725e-005,1.5183,1,0.096,49.5,49.5,-0.904
0.014912,0.014912,6.8431e-005,1.5183,1,0.097,49.5,49.5,-0.903
0.015068,0.015068,6.9136e-005,1.5183,1,0.098,49.5,49.5,-0.902
0.015224,0.015224,6.9842e-005,1.5183,1,0.099,49.5,49.5,-0.901
0.015381,0.015381,7.0547e-005,1.5183,1,0.1,49.5,49.5,-0.9
0.015537,0.015537,7.1253e-005,1.5183,1,0.101,49.5,49.5,-0.899
