"hu","hv","omega","h","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.0003683,-0.0003683,-1.2152e-020,1.5209,1,0,49.5,49.5,-1
-0.00017921,-0.00017921,2.7363e-007,1.5209,1,0.00099999,49.5,49.5,-0.999
9.8799e-006,9.8799e-006,5.4726e-007,1.5209,1,0.002,49.5,49.5,-0.998
0.00019898,0.00019898,8.2091e-007,1.5209,1,0.003,49.5,49.5,-0.997
0.00038807,0.00038807,1.0945e-006,1.5209,1,0.004,49.5,49.5,-0.996
0.00057716,0.00057716,1.3682e-006,1.5209,1,0.005,49.5,49.5,-0.995
0.00076625,0.00076625,1.6418e-006,1.5209,1,0.006,49.5,49.5,-0.994
0.00095535,0.00095535,1.9154e-006,1.5209,1,0.007,49.5,49.5,-0.993
0.0011444,0.0011444,2.1891e-006,1.5209,1,0.008,49.5,49.5,-0.992
0.0013335,0.0013335,2.4627e-006,1.5209,1,0.009,49.5,49.5,-0.991
0.0015226,0.0015226,2.7363e-006,1.5209,1,0.01,49.5,49.5,-0.99
0.0017117,0.0017117,3.01e-006,1.5209,1,0.011,49.5,49.5,-0.989
0.0019008,0.0019008,3.2836e-006,1.5209,1,0.012,49.5,49.5,-0.988
0.0020899,0.0020899,3.5572e-006,1.5209,1,0.013,49.5,49.5,-0.987
0.002279,0.002279,3.8309e-006,1.5209,1,0.014,49.5,49.5,-0.986
0.0024681,0.0024681,4.1045e-006,1.5209,1,0.015,49.5,49.5,-0.985
0.0026572,0.0026572,4.3781e-006,1.5209,1,0.016,49.5,49.5,-0.984
0.0028463,0.0028463,4.6518e-006,1.5209,1,0.017,49.5,49.5,-0.983
0.0030354,0.0030354,4.9254e-006,1.5209,1,0.018,49.5,49.5,-0.982
0.0032245,0.0032245,5.199e-006,1.5209,1,0.019,49.5,49.5,-0.981
0.0034135,0.0034135,5.4727e-006,1.5209,1,0.02,49.5,49.5,-0.98
0.0036026,0.0036026,5.7463e-006,1.5209,1,0.021,49.5,49.5,-0.979
0.0037917,0.0037917,6.02e-006,1.5209,1,0.022,49.5,49.5,-0.978
0.0039808,0.0039808,6.2936e-006,1.5209,1,0.023,49.5,49.5,-0.977
