"hu","hv","omega","h","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00033982,-0.00033982,-2.0105e-020,1.5199,1,0,49.5,49.5,-1
-0.00016314,-0.00016314,4.5273e-007,1.5199,1,0.00099999,49.5,49.5,-0.999
1.3541e-005,1.3541e-005,9.0546e-007,1.5199,1,0.002,49.5,49.5,-0.998
0.00019023,0.00019023,1.3582e-006,1.5199,1,0.003,49.5,49.5,-0.997
0.00036692,0.00036692,1.8109e-006,1.5199,1,0.004,49.5,49.5,-0.996
0.0005436,0.0005436,2.2637e-006,1.5199,1,0.005,49.5,49.5,-0.995
0.00072028,0.00072028,2.7164e-006,1.5199,1,0.006,49.5,49.5,-0.994
0.00089698,0.00089698,3.1692e-006,1.5199,1,0.007,49.5,49.5,-0.993
0.0010737,0.0010737,3.6219e-006,1.5199,1,0.008,49.5,49.5,-0.992
0.0012503,0.0012503,4.0746e-006,1.5199,1,0.009,49.5,49.5,-0.991
0.001427,0.001427,4.5273e-006,1.5199,1,0.01,49.5,49.5,-0.99
0.0016037,0.0016037,4.9801e-006,1.5199,1,0.011,49.5,49.5,-0.989
0.0017804,0.0017804,5.4328e-006,1.5199,1,0.012,49.5,49.5,-0.988
0.0019571,0.0019571,5.8856e-006,1.5199,1,0.013,49.5,49.5,-0.987
0.0021338,0.0021338,6.3383e-006,1.5199,1,0.014,49.5,49.5,-0.986
0.0023105,0.0023105,6.791e-006,1.5199,1,0.015,49.5,49.5,-0.985
0.0024871,0.0024871,7.2437e-006,1.5199,1,0.016,49.5,49.5,-0.984
0.0026638,0.0026638,7.6965e-006,1.5199,1,0.017,49.5,49.5,-0.983
0.0028405,0.0028405,8.1492e-006,1.5199,1,0.018,49.5,49.5,-0.982
0.0030172,0.0030172,8.6019e-006,1.5199,1,0.019,49.5,49.5,-0.981
0.0031939,0.0031939,9.0547e-006,1.5199,1,0.02,49.5,49.5,-0.98
0.0033706,0.0033706,9.5074e-006,1.5199,1,0.021,49.5,49.5,-0.979
0.0035473,0.0035473,9.9602e-006,1.5199,1,0.022,49.5,49.5,-0.978
0.0037239,0.0037239,1.0413e-005,1.5199,1,0.023,49.5,49.5,-0.977
0.0039006,0.0039006,1.0866e-005,1.5199,1,0.024,49.5,49.5,-0.976
0.0040773,0.0040773,1.1318e-005,1.5199,1,0.025,49.5,49.5,-0.975
0.004254,0.004254,1.1771e-005,1.5199,1,0.026,49.5,49.5,-0.974
0.0044307,0.0044307,1.2224e-005,1.5199,1,0.027,49.5,49.5,-0.973
0.0046074,0.0046074,1.2677e-005,1.5199,1,0.028,49.5,49.5,-0.972
0.004784,0.004784,1.3129e-005,1.5199,1,0.029,49.5,49.5,-0.971
0.0049607,0.0049607,1.3582e-005,1.5199,1,0.03,49.5,49.5,-0.97
0.0051374,0.0051374,1.4035e-005,1.5199,1,0.031,49.5,49.5,-0.969
0.0053141,0.0053141,1.4488e-005,1.5199,1,0.032,49.5,49.5,-0.968
0.0054908,0.0054908,1.494e-005,1.5199,1,0.033,49.5,49.5,-0.967
0.0056675,0.0056675,1.5393e-005,1.5199,1,0.034,49.5,49.5,-0.966
0.0058442,0.0058442,1.5846e-005,1.5199,1,0.035,49.5,49.5,-0.965
0.0060208,0.0060208,1.6298e-005,1.5199,1,0.036,49.5,49.5,-0.964
0.0061975,0.0061975,1.6751e-005,1.5199,1,0.037,49.5,49.5,-0.963
0.0063742,0.0063742,1.7204e-005,1.5199,1,0.038,49.5,49.5,-0.962
0.0065509,0.0065509,1.7657e-005,1.5199,1,0.039,49.5,49.5,-0.961
0.0067276,0.0067276,1.8109e-005,1.5199,1,0.04,49.5,49.5,-0.96
0.0069043,0.0069043,1.8562e-005,1.5199,1,0.041,49.5,49.5,-0.959
0.007081,0.007081,1.9015e-005,1.5199,1,0.042,49.5,49.5,-0.958
0.0072576,0.0072576,1.9468e-005,1.5199,1,0.043,49.5,49.5,-0.957
0.0074343,0.0074343,1.992e-005,1.5199,1,0.044,49.5,49.5,-0.956
0.007611,0.007611,2.0373e-005,1.5199,1,0.045,49.5,49.5,-0.955
0.0077877,0.0077877,2.0826e-005,1.5199,1,0.046,49.5,49.5,-0.954
0.0079644,0.0079644,2.1279e-005,1.5199,1,0.047,49.5,49.5,-0.953
0.0081411,0.0081411,2.1731e-005,1.5199,1,0.048,49.5,49.5,-0.952
0.0083178,0.0083178,2.2184e-005,1.5199,1,0.049,49.5,49.5,-0.951
0.0084944,0.0084944,2.2637e-005,1.5199,1,0.05,49.5,49.5,-0.95
0.0086711,0.0086711,2.3089e-005,1.5199,1,0.051,49.5,49.5,-0.949
0.0088478,0.0088478,2.3542e-005,1.5199,1,0.052,49.5,49.5,-0.948
0.0090245,0.0090245,2.3995e-005,1.5199,1,0.053,49.5,49.5,-0.947
0.0092012,0.0092012,2.4448e-005,1.5199,1,0.054,49.5,49.5,-0.946
0.0093779,0.0093779,2.49e-005,1.5199,1,0.055,49.5,49.5,-0.945
0.0095545,0.0095545,2.5353e-005,1.5199,1,0.056,49.5,49.5,-0.944
0.0097312,0.0097312,2.5806e-005,1.5199,1,0.057,49.5,49.5,-0.943
0.0099079,0.0099079,2.6259e-005,1.5199,1,0.058,49.5,49.5,-0.942
0.010085,0.010085,2.6711e-005,1.5199,1,0.059,49.5,49.5,-0.941
0.010261,0.010261,2.7164e-005,1.5199,1,0.06,49.5,49.5,-0.94
0.010438,0.010438,2.7617e-005,1.5199,1,0.061,49.5,49.5,-0.939
0.010615,0.010615,2.807e-005,1.5199,1,0.062,49.5,49.5,-0.938
0.010791,0.010791,2.8522e-005,1.5199,1,0.063,49.5,49.5,-0.937
0.010968,0.010968,2.8975e-005,1.5199,1,0.064,49.5,49.5,-0.936
0.011145,0.011145,2.9428e-005,1.5199,1,0.065,49.5,49.5,-0.935
0.011321,0.011321,2.988e-005,1.5199,1,0.066,49.5,49.5,-0.934
0.011498,0.011498,3.0333e-005,1.5199,1,0.067,49.5,49.5,-0.933
0.011675,0.011675,3.0786e-005,1.5199,1,0.068,49.5,49.5,-0.932
0.011851,0.011851,3.1239e-005,1.5199,1,0.069,49.5,49.5,-0.931
0.012028,0.012028,3.1691e-005,1.5199,1,0.07,49.5,49.5,-0.93
0.012205,0.012205,3.2144e-005,1.5199,1,0.071,49.5,49.5,-0.929
0.012382,0.012382,3.2597e-005,1.5199,1,0.072,49.5,49.5,-0.928
0.012558,0.012558,3.305e-005,1.5199,1,0.073,49.5,49.5,-0.927
0.012735,0.012735,3.3502e-005,1.5199,1,0.074,49.5,49.5,-0.926
0.012912,0.012912,3.3955e-005,1.5199,1,0.075,49.5,49.5,-0.925
0.013088,0.013088,3.4408e-005,1.5199,1,0.076,49.5,49.5,-0.924
0.013265,0.013265,3.4861e-005,1.5199,1,0.077,49.5,49.5,-0.923
0.013442,0.013442,3.5313e-005,1.5199,1,0.078,49.5,49.5,-0.922
0.013618,0.013618,3.5766e-005,1.5199,1,0.079,49.5,49.5,-0.921
0.013795,0.013795,3.6219e-005,1.5199,1,0.08,49.5,49.5,-0.92
0.013972,0.013972,3.6671e-005,1.5199,1,0.081,49.5,49.5,-0.919
0.014148,0.014148,3.7124e-005,1.5199,1,0.082,49.5,49.5,-0.918
0.014325,0.014325,3.7577e-005,1.5199,1,0.083,49.5,49.5,-0.917
0.014502,0.014502,3.803e-005,1.5199,1,0.084,49.5,49.5,-0.916
0.014678,0.014678,3.8482e-005,1.5199,1,0.085,49.5,49.5,-0.915
0.014855,0.014855,3.8935e-005,1.5199,1,0.086,49.5,49.5,-0.914
0.015032,0.015032,3.9388e-005,1.5199,1,0.087,49.5,49.5,-0.913
0.015208,0.015208,3.9841e-005,1.5199,1,0.088,49.5,49.5,-0.912
0.015385,0.015385,4.0293e-005,1.5199,1,0.089,49.5,49.5,-0.911
0.015562,0.015562,4.0746e-005,1.5199,1,0.09,49.5,49.5,-0.91
0.015739,0.015739,4.1199e-005,1.5199,1,0.091,49.5,49.5,-0.909
0.015915,0.015915,4.1652e-005,1.5199,1,0.092,49.5,49.5,-0.908
0.016092,0.016092,4.2104e-005,1.5199,1,0.093,49.5,49.5,-0.907
0.016269,0.016269,4.2557e-005,1.5199,1,0.094,49.5,49.5,-0.906
0.016445,0.016445,4.301e-005,1.5199,1,0.095,49.5,49.5,-0.905
0.016622,0.016622,4.3463e-005,1.5199,1,0.096,49.5,49.5,-0.904
0.016799,0.016799,4.3915e-005,1.5199,1,0.097,49.5,49.5,-0.903
0.016975,0.016975,4.4368e-005,1.5199,1,0.098,49.5,49.5,-0.902
0.017152,0.017152,4.4821e-005,1.5199,1,0.099,49.5,49.5,-0.901
0.017329,0.017329,4.5273e-005,1.5199,1,0.1,49.5,49.5,-0.9
0.017505,0.017505,4.5726e-005,1.5199,1,0.101,49.5,49.5,-0.899
0.017682,0.017682,4.6179e-005,1.5199,1,0.102,49.5,49.5,-0.898
0.017859,0.017859,4.6632e-005,1.5199,1,0.103,49.5,49.5,-0.897
0.018035,0.018035,4.7084e-005,1.5199,1,0.104,49.5,49.5,-0.896
0.018212,0.018212,4.7537e-005,1.5199,1,0.105,49.5,49.5,-0.895
0.018389,0.018389,4.799e-005,1.5199,1,0.106,49.5,49.5,-0.894
0.018565,0.018565,4.8443e-005,1.5199,1,0.107,49.5,49.5,-0.893
0.018742,0.018742,4.8895e-005,1.5199,1,0.108,49.5,49.5,-0.892
0.018919,0.018919,4.9348e-005,1.5199,1,0.109,49.5,49.5,-0.891
0.019096,0.019096,4.9801e-005,1.5199,1,0.11,49.5,49.5,-0.89
0.019272,0.019272,5.0254e-005,1.5199,1,0.111,49.5,49.5,-0.889
0.019449,0.019449,5.0706e-005,1.5199,1,0.112,49.5,49.5,-0.888
0.019626,0.019626,5.1159e-005,1.5199,1,0.113,49.5,49.5,-0.887
0.019802,0.019802,5.1612e-005,1.5199,1,0.114,49.5,49.5,-0.886
0.019979,0.019979,5.2064e-005,1.5199,1,0.115,49.5,49.5,-0.885
0.020156,0.020156,5.2517e-005,1.5199,1,0.116,49.5,49.5,-0.884
0.020332,0.020332,5.297e-005,1.5199,1,0.117,49.5,49.5,-0.883
0.020509,0.020509,5.3423e-005,1.5199,1,0.118,49.5,49.5,-0.882
0.020686,0.020686,5.3875e-005,1.5199,1,0.119,49.5,49.5,-0.881
0.020862,0.020862,5.4328e-005,1.5199,1,0.12,49.5,49.5,-0.88
0.021039,0.021039,5.4781e-005,1.5199,1,0.121,49.5,49.5,-0.879
0.021216,0.021216,5.5234e-005,1.5199,1,0.122,49.5,49.5,-0.878
0.021392,0.021392,5.5686e-005,1.5199,1,0.123,49.5,49.5,-0.877
0.021569,0.021569,5.6139e-005,1.5199,1,0.124,49.5,49.5,-0.876
0.021746,0.021746,5.6592e-005,1.5199,1,0.125,49.5,49.5,-0.875
0.021923,0.021923,5.7045e-005,1.5199,1,0.126,49.5,49.5,-0.874
0.022099,0.022099,5.7497e-005,1.5199,1,0.127,49.5,49.5,-0.873
0.022276,0.022276,5.795e-005,1.5199,1,0.128,49.5,49.5,-0.872
0.022453,0.022453,5.8403e-005,1.5199,1,0.129,49.5,49.5,-0.871
0.022629,0.022629,5.8855e-005,1.5199,1,0.13,49.5,49.5,-0.87
0.022806,0.022806,5.9308e-005,1.5199,1,0.131,49.5,49.5,-0.869
0.022983,0.022983,5.9761e-005,1.5199,1,0.132,49.5,49.5,-0.868
0.023159,0.023159,6.0214e-005,1.5199,1,0.133,49.5,49.5,-0.867
0.023336,0.023336,6.0666e-005,1.5199,1,0.134,49.5,49.5,-0.866
0.023513,0.023513,6.1119e-005,1.5199,1,0.135,49.5,49.5,-0.865
0.023689,0.023689,6.1572e-005,1.5199,1,0.136,49.5,49.5,-0.864
0.023866,0.023866,6.2025e-005,1.5199,1,0.137,49.5,49.5,-0.863
0.024043,0.024043,6.2477e-005,1.5199,1,0.138,49.5,49.5,-0.862
0.024219,0.024219,6.293e-005,1.5199,1,0.139,49.5,49.5,-0.861
0.024396,0.024396,6.3383e-005,1.5199,1,0.14,49.5,49.5,-0.86
0.024573,0.024573,6.3836e-005,1.5199,1,0.141,49.5,49.5,-0.859
0.024749,0.024749,6.4288e-005,1.5199,1,0.142,49.5,49.5,-0.858
0.024926,0.024926,6.4741e-005,1.5199,1,0.143,49.5,49.5,-0.857
0.025103,0.025103,6.5194e-005,1.5199,1,0.144,49.5,49.5,-0.856
0.02528,0.02528,6.5646e-005,1.5199,1,0.145,49.5,49.5,-0.855
0.025456,0.025456,6.6099e-005,1.5199,1,0.146,49.5,49.5,-0.854
0.025633,0.025633,6.6552e-005,1.5199,1,0.147,49.5,49.5,-0.853
0.02581,0.02581,6.7005e-005,1.5199,1,0.148,49.5,49.5,-0.852
0.025986,0.025986,6.7457e-005,1.5199,1,0.149,49.5,49.5,-0.851
0.026163,0.026163,6.791e-005,1.5199,1,0.15,49.5,49.5,-0.85
0.02634,0.02634,6.8363e-005,1.5199,1,0.151,49.5,49.5,-0.849
0.026516,0.026516,6.8816e-005,1.5199,1,0.152,49.5,49.5,-0.848
0.026693,0.026693,6.9268e-005,1.5199,1,0.153,49.5,49.5,-0.847
0.02687,0.02687,6.9721e-005,1.5199,1,0.154,49.5,49.5,-0.846
0.027046,0.027046,7.0174e-005,1.5199,1,0.155,49.5,49.5,-0.845
0.027223,0.027223,7.0627e-005,1.5199,1,0.156,49.5,49.5,-0.844
0.0274,0.0274,7.1079e-005,1.5199,1,0.157,49.5,49.5,-0.843
0.027576,0.027576,7.1532e-005,1.5199,1,0.158,49.5,49.5,-0.842
0.027753,0.027753,7.1985e-005,1.5199,1,0.159,49.5,49.5,-0.841
0.02793,0.02793,7.2438e-005,1.5199,1,0.16,49.5,49.5,-0.84
0.028106,0.028106,7.289e-005,1.5199,1,0.161,49.5,49.5,-0.839
0.028283,0.028283,7.3343e-005,1.5199,1,0.162,49.5,49.5,-0.838
0.02846,0.02846,7.3796e-005,1.5199,1,0.163,49.5,49.5,-0.837
0.028637,0.028637,7.4248e-005,1.5199,1,0.164,49.5,49.5,-0.836
0.028813,0.028813,7.4701e-005,1.5199,1,0.165,49.5,49.5,-0.835
0.02899,0.02899,7.5154e-005,1.5199,1,0.166,49.5,49.5,-0.834
0.029167,0.029167,7.5607e-005,1.5199,1,0.167,49.5,49.5,-0.833
0.029343,0.029343,7.6059e-005,1.5199,1,0.168,49.5,49.5,-0.832
0.02952,0.02952,7.6512e-005,1.5199,1,0.169,49.5,49.5,-0.831
0.029697,0.029697,7.6965e-005,1.5199,1,0.17,49.5,49.5,-0.83
0.029873,0.029873,7.7418e-005,1.5199,1,0.171,49.5,49.5,-0.829
0.03005,0.03005,7.787e-005,1.5199,1,0.172,49.5,49.5,-0.828
0.030227,0.030227,7.8323e-005,1.5199,1,0.173,49.5,49.5,-0.827
0.030403,0.030403,7.8776e-005,1.5199,1,0.174,49.5,49.5,-0.826
0.03058,0.03058,7.9229e-005,1.5199,1,0.175,49.5,49.5,-0.825
0.030757,0.030757,7.9681e-005,1.5199,1,0.176,49.5,49.5,-0.824
0.030933,0.030933,8.0134e-005,1.5199,1,0.177,49.5,49.5,-0.823
0.03111,0.03111,8.0587e-005,1.5199,1,0.178,49.5,49.5,-0.822
0.031287,0.031287,8.1039e-005,1.5199,1,0.179,49.5,49.5,-0.821
0.031464,0.031464,8.1492e-005,1.5199,1,0.18,49.5,49.5,-0.82
0.03164,0.03164,8.1945e-005,1.5199,1,0.181,49.5,49.5,-0.819
0.031817,0.031817,8.2398e-005,1.5199,1,0.182,49.5,49.5,-0.818
0.031994,0.031994,8.285e-005,1.5199,1,0.183,49.5,49.5,-0.817
0.03217,0.03217,8.3303e-005,1.5199,1,0.184,49.5,49.5,-0.816
0.032347,0.032347,8.3756e-005,1.5199,1,0.185,49.5,49.5,-0.815
0.032524,0.032524,8.4209e-005,1.5199,1,0.186,49.5,49.5,-0.814
0.0327,0.0327,8.4661e-005,1.5199,1,0.187,49.5,49.5,-0.813
0.032877,0.032877,8.5114e-005,1.5199,1,0.188,49.5,49.5,-0.812
0.033054,0.033054,8.5567e-005,1.5199,1,0.189,49.5,49.5,-0.811
0.03323,0.03323,8.602e-005,1.5199,1,0.19,49.5,49.5,-0.81
0.033407,0.033407,8.6472e-005,1.5199,1,0.191,49.5,49.5,-0.809
0.033584,0.033584,8.6925e-005,1.5199,1,0.192,49.5,49.5,-0.808
0.03376,0.03376,8.7378e-005,1.5199,1,0.193,49.5,49.5,-0.807
0.033937,0.033937,8.783e-005,1.5199,1,0.194,49.5,49.5,-0.806
0.034114,0.034114,8.8283e-005,1.5199,1,0.195,49.5,49.5,-0.805
0.03429,0.03429,8.8736e-005,1.5199,1,0.196,49.5,49.5,-0.804
0.034467,0.034467,8.9189e-005,1.5199,1,0.197,49.5,49.5,-0.803
0.034644,0.034644,8.9641e-005,1.5199,1,0.198,49.5,49.5,-0.802
0.034821,0.034821,9.0094e-005,1.5199,1,0.199,49.5,49.5,-0.801
0.034553,0.034553,9.0547e-005,1.5199,1,0.2,49.5,49.5,-0.8
0.034726,0.034726,9.0773e-005,1.5199,1,0.201,49.5,49.5,-0.799
0.0349,0.0349,9.1e-005,1.5199,1,0.202,49.5,49.5,-0.798
0.035073,0.035073,9.1226e-005,1.5199,1,0.203,49.5,49.5,-0.797
0.035246,0.035246,9.1452e-005,1.5199,1,0.204,49.5,49.5,-0.796
0.035419,0.035419,9.1678e-005,1.5199,1,0.205,49.5,49.5,-0.795
0.035592,0.035592,9.1905e-005,1.5199,1,0.206,49.5,49.5,-0.794
0.035766,0.035766,9.2131e-005,1.5199,1,0.207,49.5,49.5,-0.793
0.035939,0.035939,9.2357e-005,1.5199,1,0.208,49.5,49.5,-0.792
0.036112,0.036112,9.2584e-005,1.5199,1,0.209,49.5,49.5,-0.791
0.036285,0.036285,9.281e-005,1.5199,1,0.21,49.5,49.5,-0.79
0.036458,0.036458,9.3036e-005,1.5199,1,0.211,49.5,49.5,-0.789
0.036632,0.036632,9.3263e-005,1.5199,1,0.212,49.5,49.5,-0.788
0.036805,0.036805,9.3489e-005,1.5199,1,0.213,49.5,49.5,-0.787
0.036978,0.036978,9.3715e-005,1.5199,1,0.214,49.5,49.5,-0.786
0.037151,0.037151,9.3942e-005,1.5199,1,0.215,49.5,49.5,-0.785
0.037324,0.037324,9.4168e-005,1.5199,1,0.216,49.5,49.5,-0.784
0.037498,0.037498,9.4394e-005,1.5199,1,0.217,49.5,49.5,-0.783
0.037671,0.037671,9.4621e-005,1.5199,1,0.218,49.5,49.5,-0.782
0.037844,0.037844,9.4847e-005,1.5199,1,0.219,49.5,49.5,-0.781
0.038017,0.038017,9.5073e-005,1.5199,1,0.22,49.5,49.5,-0.78
