  3.80952381  32000.00000000
  7.61819164  31680.00000000
 11.42608664  31680.00000000
 15.23330297  31680.00000000
 19.03989211  31680.00000000
 22.84587318  31680.00000000
 26.65131098  32000.00000000
 30.45626549  32000.00000000
 34.26079270  32000.00000000
 38.06484758  32000.00000000
 41.86839083  32000.00000000
 45.67149015  32000.00000000
 49.47421167  32000.00000000
 53.27661549  32000.00000000
 57.07878193  32000.00000000
 60.88078352  32000.00000000
 64.68268226  32000.00000000
 68.48452290  32000.00000000
 72.28634130  32000.00000000
 76.08816041  32000.00000000
 79.88999571  32000.00000000
 83.69185265  32000.00000000
 87.49374314  32000.00000000
 91.29567731  32000.00000000
 95.09766288  32000.00000000
 98.89968611  32000.00000000
102.70165054  32000.00000000
106.50358672  32000.00000000
110.30552307  32000.00000000
114.10748136  32000.00000000
117.90947702  32000.00000000
121.71151646  32000.00000000
125.51360595  32000.00000000
129.31574823  32000.00000000
133.11792693  32000.00000000
136.92008822  32000.00000000
140.72224057  32000.00000000
144.52440279  32000.00000000
148.32657182  32000.00000000
