  3.80952381  995.00000000
  7.61819164  994.99947852
 11.42608664  994.99883969
 15.23330297  994.99820174
 19.03989211  994.99764696
 22.84587318  994.99722032
 26.65131098  994.99692095
 30.45626549  994.99669486
 34.26079270  994.99649873
 38.06484758  994.99630420
 41.86839083  994.99613877
 45.67149015  994.99600849
 49.47421167  994.99589810
 53.27661549  994.99578870
 57.07878193  994.99566528
 60.88078352  994.99552237
 64.68268226  994.99535970
 68.48452290  994.99516453
 72.28634130  994.99493727
 76.08816041  994.99469483
 79.88999571  994.99443987
 83.69185265  994.99418230
 87.49374314  994.99392003
 91.29567731  994.99365344
 95.09766288  994.99337634
 98.89968611  994.99308232
102.70165054  994.99275189
106.50358672  994.99229961
110.30552307  994.99184790
114.10748136  994.99140031
117.90947702  994.99096073
121.71151646  994.99052909
125.51360595  994.99010325
129.31574823  994.98968055
133.11792693  994.98925841
136.92008822  994.98883987
140.72224057  994.98842641
144.52440279  994.98802106
148.32657182  994.98762010
