  3.80952381    0.00000000
  7.61819164    0.00000000
 11.42608664    0.00000000
 15.23330297    0.00000001
 19.03989211    0.00000001
 22.84587318    0.00000001
 26.65131098    0.00000002
 30.45626549    0.00000002
 34.26079270    0.00000002
 38.06484758    0.00000003
 41.86839083    0.00000003
 45.67149015    0.00000004
 49.47421167    0.00000004
 53.27661549    0.00000004
 57.07878193    0.00000005
 60.88078352    0.00000005
 64.68268226    0.00000005
 68.48452290    0.00000005
 72.28634130    0.00000006
 76.08816041    0.00000006
 79.88999571    0.00000006
 83.69185265    0.00000006
 87.49374314    0.00000006
 91.29567731    0.00000006
 95.09766288    0.00000006
 98.89968611    0.00000007
102.70165054    0.00000007
106.50358672    0.00000006
110.30552307    0.00000006
114.10748136    0.00000006
117.90947702    0.00000006
121.71151646    0.00000006
125.51360595    0.00000006
129.31574823    0.00000006
133.11792693    0.00000006
136.92008822    0.00000006
140.72224057    0.00000005
144.52440279    0.00000005
148.32657182    0.00000005
